case_id,tool,artifact_type,encoding,offset,url_raw,url_norm,window_index,tab_index,nav_order,note
case2,regex_baseline,url,ascii,10236662,https://apis.google.com,https://apis.google.com,,,,regex_match_no_context
case2,regex_baseline,url,ascii,10236686,https://ssl.gstatic.com,https://ssl.gstatic.com,,,,regex_match_no_context
case2,regex_baseline,url,ascii,10236710,https://www.google.com,https://www.google.com,,,,regex_match_no_context
case2,regex_baseline,url,ascii,10236733,https://www.googletagmanager.com,https://www.googletagmanager.com,,,,regex_match_no_context
case2,regex_baseline,url,ascii,10236766,https://www.gstatic.com,https://www.gstatic.com,,,,regex_match_no_context
case2,regex_baseline,url,ascii,10236790,https://www.google-analytics.com;report-uri,https://www.google-analytics.com;report-uri,,,,regex_match_no_context
case2,regex_baseline,url,utf-16le,14857624,http://schemas.microsoft.com/SMI/2005/WindowsSettings,http://schemas.microsoft.com/SMI/2005/WindowsSettings,,,,regex_match_no_context
case2,regex_baseline,url,ascii,18503195,https://www.google-analytics.com,https://www.google-analytics.com,,,,regex_match_no_context
case2,regex_baseline,url,ascii,19221300,https://www.youtube.com,https://www.youtube.com,,,,regex_match_no_context
case2,regex_baseline,url,ascii,19248054,"http://127.0.0.1:4353/pervasive.js,3790EEB37E2A761CFD3B274CCF45CE5AB86A34DF11E28FB7ED4D82AFBBC13BEB","http://127.0.0.1:4353/pervasive.js,3790EEB37E2A761CFD3B274CCF45CE5AB86A34DF11E28FB7ED4D82AFBBC13BEB",,,,regex_match_no_context
case2,regex_baseline,url,ascii,19438272,https://support.google.com/chromebook?p=app_intent,https://support.google.com/chromebook?p=app_intent,,,,regex_match_no_context
case2,regex_baseline,url,ascii,19456870,https://www.example.comURL,https://www.example.comurl,,,,regex_match_no_context
case2,regex_baseline,url,ascii,19511355,https://chrome.google.com/webstore/category/extensions,https://chrome.google.com/webstore/category/extensions,,,,regex_match_no_context
case2,regex_baseline,url,ascii,19560653,https://chromeenterprise.google/policies/#BrowserSwitcherEnabled,https://chromeenterprise.google/policies,,,,regex_match_no_context
case2,regex_baseline,url,ascii,19565591,https://photos.google.com/settings?referrer=CHROME_NTP,https://photos.google.com/settings?referrer=CHROME_NTP,,,,regex_match_no_context
case2,regex_baseline,url,ascii,19566349,https://myactivity.google.com/,https://myactivity.google.com,,,,regex_match_no_context
case2,regex_baseline,url,ascii,19566515,https://policies.google.com/,https://policies.google.com,,,,regex_match_no_context
case2,regex_baseline,url,ascii,19673268,http://example.com,http://example.com,,,,regex_match_no_context
case2,regex_baseline,url,ascii,19673290,https://example.com.Use,https://example.com.use,,,,regex_match_no_context
case2,regex_baseline,url,ascii,19674414,https://support.google.com/chrome/a/answer/9122284,https://support.google.com/chrome/a/answer/9122284,,,,regex_match_no_context
case2,regex_baseline,url,ascii,19706670,https://support.google.com/chrome/answer/6098869,https://support.google.com/chrome/answer/6098869,,,,regex_match_no_context
case2,regex_baseline,url,ascii,19866269,http://www.unicode.org/copyright.html,http://www.unicode.org/copyright.html,,,,regex_match_no_context
case2,regex_baseline,url,ascii,35570020,https://google.com/,https://google.com,,,,regex_match_no_context
case2,regex_baseline,url,ascii,35775972,https://chrome.google.com/webstore,https://chrome.google.com/webstore,,,,regex_match_no_context
case2,regex_baseline,url,ascii,35780116,https://chromewebstore.google.com/,https://chromewebstore.google.com,,,,regex_match_no_context
case2,regex_baseline,url,ascii,36043748,https://www.googleapis.com/,https://www.googleapis.com,,,,regex_match_no_context
case2,regex_baseline,url,ascii,36046148,https://accounts.google.com/,https://accounts.google.com,,,,regex_match_no_context
